,index,amazonIDs,recording_mbids,genres
824,1098,B000000F7F,"c9f3a5e8-b115-491e-9b74-9fc9e8622304, d204b686-6b1d-411c-87e5-04371935dd05, b8f44be9-a423-4941-bcd9-e7c833940a79, 6b1ba2ae-38cc-4f6b-a9b1-f9df5d101a4a","Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk"
825,1099,B000000F7Q,"21592bc5-46ed-429e-9284-333f003c881e, c094139c-8f29-45b0-b24c-40e8b46775c2, b4a9921f-3c4d-4b1d-ac4e-4b479e1d9378, c1f3106d-2ba5-4dd4-b139-34b4aff8c457, 69b5bf3d-e3c5-4f22-9fd0-482bcf307c8c, 3037d8fa-865c-41fc-a93a-5e1a4186929c, f189cdfe-bcbd-4e22-9f5a-bdcfbae500e3, 2196947e-3c51-43a2-96e7-0cbe85a6e3e1","Alternative Rock,Industrial,Goth & Industrial,Metal,Rock,Alt Industrial,Pop,Alternative Metal, Alternative Rock,Industrial,Goth & Industrial,Metal,Rock,Alt Industrial,Pop,Alternative Metal, Alternative Rock,Industrial,Goth & Industrial,Metal,Rock,Alt Industrial,Pop,Alternative Metal, Alternative Rock,Industrial,Goth & Industrial,Metal,Rock,Alt Industrial,Pop,Alternative Metal, Alternative Rock,Industrial,Goth & Industrial,Metal,Rock,Alt Industrial,Pop,Alternative Metal, Alternative Rock,Industrial,Goth & Industrial,Metal,Rock,Alt Industrial,Pop,Alternative Metal, Alternative Rock,Industrial,Goth & Industrial,Metal,Rock,Alt Industrial,Pop,Alternative Metal, Alternative Rock,Industrial,Goth & Industrial,Metal,Rock,Alt Industrial,Pop,Alternative Metal"
826,1100,B000000F7Y,"bcce908b-fdee-498f-958b-0913d40affa3, 5b87e33d-6ad2-4a39-bd49-2bbeab8f605e, c49346a8-6074-41cb-a098-bc73f094618d, b4b292a8-ef3d-4e5a-81b7-bea1648156e6, 61a1765d-5bab-4bd3-83b6-14b0ed60e62d, ba1a96f8-cec7-4445-b0a1-bfb3a07f403c, eb23631c-932a-4abd-837c-ffe2d1d29ee7, 51afee5e-0c56-4b1c-b00b-a94f485d8f4e, 919687f0-e21e-4461-ac99-b2d76d7758a0","Alternative Rock,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk"
827,1101,B000000F80,"b1a81b0c-292d-45bf-bcd9-e773fb2849c1, 3077404f-4cb1-47b1-82ef-54688ee0b6ca, 8b16d9d9-2e2e-41df-9b7e-08be2bb42601, 6e19a813-e306-4715-bf07-15c3b3c0ea04, bf5fb5f0-2819-4c3b-bac3-9264b3970756","Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk"
828,1102,B000000F8K,"de6d416e-1c11-4991-a79a-61403945d2ca, 2bb7aca4-82bd-4a26-8dc1-4da0ae8d7e62, bbd81078-adbf-459b-80d4-795127fd5d0e, 17673599-33d7-4b08-8387-ca751faba0df, 830cb170-06ee-414d-b9c8-85c73358ae49, 14e18577-6fce-4db3-8b66-971d23f94edc, 6d79008e-f265-408b-b5e8-45aae4d6ad7f, 6473036d-146f-4bf0-81ce-493071cdca55, f8583786-0270-42e6-8e08-4b468d76fb7b, 065a8413-fcd4-4cb1-a2dc-da981e0c61c0, c3a70224-466a-456d-9893-d97fbefaf217, 495612f6-3548-4744-bd51-38a239816480, a8340594-3806-415f-afe5-7c9f457f59cd, 781a966e-d629-4b23-b0ad-c044f6b78296, 9769f624-2c1a-4a3f-a2a7-334998f2f373","Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,Punk,Pop,Rock,Hardcore,Hardcore & Punk"
829,1103,B000000F8Q,241681a4-888e-492d-85b9-118e5f9496c9,"Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk"
830,1104,B000000F9F,"fc1f9b01-173d-44ac-8b72-8a4894cce87f, e755caa6-34f1-4cc1-bc5d-f32e01fd4ae3, f96c993b-952f-4b35-b599-79850fa21b9a, e65c13f8-b413-45b9-9f28-20f5474aeec0, 060ae8f1-8236-4420-b01e-d95ef13e9a3e, 50b7ab94-c556-43d6-bb25-e67b64bd5010, 5b9251e2-4043-4bc5-bcce-d1d2460988a1","Alternative Rock,Far East & Asia,Indie Rock,Progressive,Indie & Lo-Fi,Special Interest,Pop,World Music,Rock,Japan,Progressive Rock, Alternative Rock,Far East & Asia,Indie Rock,Progressive,Indie & Lo-Fi,Special Interest,Pop,World Music,Rock,Japan,Progressive Rock, Alternative Rock,Far East & Asia,Indie Rock,Progressive,Indie & Lo-Fi,Special Interest,Pop,World Music,Rock,Japan,Progressive Rock, Alternative Rock,Far East & Asia,Indie Rock,Progressive,Indie & Lo-Fi,Special Interest,Pop,World Music,Rock,Japan,Progressive Rock, Alternative Rock,Far East & Asia,Indie Rock,Progressive,Indie & Lo-Fi,Special Interest,Pop,World Music,Rock,Japan,Progressive Rock, Alternative Rock,Far East & Asia,Indie Rock,Progressive,Indie & Lo-Fi,Special Interest,Pop,World Music,Rock,Japan,Progressive Rock, Alternative Rock,Far East & Asia,Indie Rock,Progressive,Indie & Lo-Fi,Special Interest,Pop,World Music,Rock,Japan,Progressive Rock"
831,1106,B000000F9M,fa2b8949-b4ca-48cf-9453-5fc071fb7b89,"Alternative Rock,Hardcore & Punk,Punk,Pop,Rock"
832,1107,B000000F9Q,47723c8f-955e-4d45-9e16-e9e58efc755e,"Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk"
833,1108,B000000FA3,"1f3e232e-1a91-4952-b99e-775f05490e14, 5b65d3ae-2f9b-4a58-b8f2-015107eb2dc2, adadbde5-bc4a-4874-8913-b72dce8ad388, 6fcf2a98-1e2a-49f2-b3c7-809f9991bb77, d33dfd45-14f6-4467-8f99-80120d0bfb25, 3b40a408-e625-4060-ae6b-603835a4f8ae, 2a95a21e-729e-4228-bfff-d78ddda28b38, 5b576430-40d6-4d16-9359-c0eed3f77da0, 2e90d44a-712e-41bc-9f2d-a2bf3532ec02, e1c39467-4f28-4fef-864e-8e0c0f3b424d, d3100fd0-fd37-4866-82ef-a55384323d77","Alternative Rock,American Alternative,Punk,Pop,Post Hardcore,Rockabilly,Rock,Hardcore & Punk,Oldies & Retro, Alternative Rock,American Alternative,Punk,Pop,Post Hardcore,Rockabilly,Rock,Hardcore & Punk,Oldies & Retro, Alternative Rock,American Alternative,Punk,Pop,Post Hardcore,Rockabilly,Rock,Hardcore & Punk,Oldies & Retro, Alternative Rock,American Alternative,Punk,Pop,Post Hardcore,Rockabilly,Rock,Hardcore & Punk,Oldies & Retro, Alternative Rock,American Alternative,Punk,Pop,Post Hardcore,Rockabilly,Rock,Hardcore & Punk,Oldies & Retro, Alternative Rock,American Alternative,Punk,Pop,Post Hardcore,Rockabilly,Rock,Hardcore & Punk,Oldies & Retro, Alternative Rock,American Alternative,Punk,Pop,Post Hardcore,Rockabilly,Rock,Hardcore & Punk,Oldies & Retro, Alternative Rock,American Alternative,Punk,Pop,Post Hardcore,Rockabilly,Rock,Hardcore & Punk,Oldies & Retro, Alternative Rock,American Alternative,Punk,Pop,Post Hardcore,Rockabilly,Rock,Hardcore & Punk,Oldies & Retro, Alternative Rock,American Alternative,Punk,Pop,Post Hardcore,Rockabilly,Rock,Hardcore & Punk,Oldies & Retro, Alternative Rock,American Alternative,Punk,Pop,Post Hardcore,Rockabilly,Rock,Hardcore & Punk,Oldies & Retro"
834,1109,B000000FAG,"f926d40d-8e89-4706-8650-fc884645ff8f, 13d7c560-93ed-43ab-ba68-cae2343b7c8b, a8f6b99d-b7b7-4702-84c6-f4a22e017433, 9655ac0a-b287-49d7-ad3a-0018dc474d44, ec0096ba-2911-4a98-93ef-a3a71b1c39fb, 13c72f50-9975-4cca-af75-963e22e4d7a2","Alternative Rock,Hardcore & Punk,Punk,Pop,Rock, Alternative Rock,Hardcore & Punk,Punk,Pop,Rock, Alternative Rock,Hardcore & Punk,Punk,Pop,Rock, Alternative Rock,Hardcore & Punk,Punk,Pop,Rock, Alternative Rock,Hardcore & Punk,Punk,Pop,Rock, Alternative Rock,Hardcore & Punk,Punk,Pop,Rock"
835,1110,B000000FAI,"af2ef4ac-f881-4adb-a184-e22ae575dae3, c6141c76-596c-450a-a194-bc7cb5ef6221, 0987f2c0-1443-4e37-8f9a-829d5331fff3, 438a64ef-e2e3-4cfc-bcb2-5670b1e21088, 6ffbc6ce-297a-4140-a35d-377f9e47ac3e","Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk, Alternative Rock,American Alternative,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore,Hardcore & Punk"
836,1112,B000000FAX,"178403c1-b35b-473f-b8c5-a8f715eee654, b093c87d-53d1-4cca-9837-41151e86d252, 4e63de2f-9c62-4304-a1c5-3f223f035384, 931adc99-c6e3-48ab-8522-5fbdb5fc5624, 5ec6ca93-a1b2-48d3-88e1-d2f3e850a46f, 127c97fd-0638-42fc-9eb4-e6675f914012, 7d566403-4f27-4601-bb96-c45321e429b2","Alternative Rock,Progressive,Indie Rock,Indie & Lo-Fi,Punk,Special Interest,Pop,Rock,Hardcore & Punk,Progressive Rock, Alternative Rock,Progressive,Indie Rock,Indie & Lo-Fi,Punk,Special Interest,Pop,Rock,Hardcore & Punk,Progressive Rock, Alternative Rock,Progressive,Indie Rock,Indie & Lo-Fi,Punk,Special Interest,Pop,Rock,Hardcore & Punk,Progressive Rock, Alternative Rock,Progressive,Indie Rock,Indie & Lo-Fi,Punk,Special Interest,Pop,Rock,Hardcore & Punk,Progressive Rock, Alternative Rock,Progressive,Indie Rock,Indie & Lo-Fi,Punk,Special Interest,Pop,Rock,Hardcore & Punk,Progressive Rock, Alternative Rock,Progressive,Indie Rock,Indie & Lo-Fi,Punk,Special Interest,Pop,Rock,Hardcore & Punk,Progressive Rock, Alternative Rock,Progressive,Indie Rock,Indie & Lo-Fi,Punk,Special Interest,Pop,Rock,Hardcore & Punk,Progressive Rock"
837,1114,B000000FC5,"c0e590ef-87ef-4438-847b-e9f4bfe8794f, c1785d58-069b-47bc-9c47-c7418eb45ca7, 3d37d7f8-6607-46eb-a50b-c11ddea2c280, 7c29822c-0a08-47ea-8a67-a32d8774422b, 29474b5e-c5af-4ad4-a062-3a295846a119, ac8a10b9-75b6-4a45-b675-1826291d0ef2, 7dfeb83b-a72c-4fde-94e3-e27cb5bfe259, 0f42f09a-67ce-4ca3-83fa-ca8d4107fc95, bc72da22-4837-4cf3-aa91-8d960f9ad2b4, ff9bd14d-fd9e-48ef-8d53-7ab77f3959d0, 79548531-dfb6-4858-b60b-8cafd20a35d9, 7d3ec678-f07f-4ea0-a8cf-d7969acc578e","Alternative Rock,Metal,Indie Rock,Blues Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore & Punk, Alternative Rock,Metal,Indie Rock,Blues Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore & Punk, Alternative Rock,Metal,Indie Rock,Blues Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore & Punk, Alternative Rock,Metal,Indie Rock,Blues Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore & Punk, Alternative Rock,Metal,Indie Rock,Blues Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore & Punk, Alternative Rock,Metal,Indie Rock,Blues Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore & Punk, Alternative Rock,Metal,Indie Rock,Blues Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore & Punk, Alternative Rock,Metal,Indie Rock,Blues Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore & Punk, Alternative Rock,Metal,Indie Rock,Blues Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore & Punk, Alternative Rock,Metal,Indie Rock,Blues Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore & Punk, Alternative Rock,Metal,Indie Rock,Blues Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore & Punk, Alternative Rock,Metal,Indie Rock,Blues Rock,Indie & Lo-Fi,Punk,Pop,Rock,Hardcore & Punk"
838,1115,B000000FCV,"18555011-ed2b-4610-93cc-044bddfee00f, c3bbe73f-5957-43f6-a900-d09811956e44, 712f143e-c2d6-4240-8882-edea08edff3f","Country Rock,Americana,Blues Rock,Country,Pop,Today's Country,Rock,Contemporary Blues,Blues, Country Rock,Americana,Blues Rock,Country,Pop,Today's Country,Rock,Contemporary Blues,Blues, Country Rock,Americana,Blues Rock,Country,Pop,Today's Country,Rock,Contemporary Blues,Blues"
839,1116,B000000FD1,"40543b65-658d-4724-a41f-eac47d4a7a63, 111c3332-2810-48c9-8e53-03ddfcb426c1, 7c3f96e3-46f2-400a-b477-1aed81a2915e, 68c547e6-fced-4cdf-88c6-d709884797b1, 207868b2-07d6-44e1-9c82-f0374bc3e14b","Alternative Rock,New Wave & Post-Punk,Folk Rock,Pop,New Age,New Wave,Post-Punk,Singer-Songwriters,Rock,Hardcore & Punk,Adult Alternative,Folk, Alternative Rock,New Wave & Post-Punk,Folk Rock,Pop,New Age,New Wave,Post-Punk,Singer-Songwriters,Rock,Hardcore & Punk,Adult Alternative,Folk, Alternative Rock,New Wave & Post-Punk,Folk Rock,Pop,New Age,New Wave,Post-Punk,Singer-Songwriters,Rock,Hardcore & Punk,Adult Alternative,Folk, Alternative Rock,New Wave & Post-Punk,Folk Rock,Pop,New Age,New Wave,Post-Punk,Singer-Songwriters,Rock,Hardcore & Punk,Adult Alternative,Folk, Alternative Rock,New Wave & Post-Punk,Folk Rock,Pop,New Age,New Wave,Post-Punk,Singer-Songwriters,Rock,Hardcore & Punk,Adult Alternative,Folk"
840,1117,B000000FDI,717b728e-9223-4c4c-95a7-1c754d92175a,"Alternative Rock,Folk Rock,Roots Rock,Pop,Rock"
841,1120,B000000FEU,ab8d91f3-ebed-420a-b0c8-cea14b4658ca,"Country,Pop,Classic Country"
842,1122,B000000FG8,"bb47be80-68c1-4b11-852b-bdec5cc510e0, cc4cce21-6c08-43d7-ba53-e18f8f176861, 24597c8c-0500-4f1d-b24a-bc60edf3056b, d4224952-b8cb-4eca-b250-0880f2da8fe4, 2863ffb0-b687-4b10-a70a-7216e99851ad, 0f30fc75-2835-495c-b5c5-265b2e1f926d, c5674414-b6ab-4647-a346-2411b1f69032, 160015da-7359-4fa2-9a01-c64535c23fe3, f46af3de-c998-49d0-8be7-e5272c05adf2, be911261-c6a4-45e5-a33d-922357a2c9f0, 95afb336-bce7-47f4-b84c-b2d670156bed, 249b5053-4a82-4d8f-bec0-24503e05a7fa, 1001bd3b-d684-46c4-ad98-af52d640afd8, dea825b3-8be0-467a-9cec-a236620824a2, 31d11542-f132-4dc3-ac46-c89f2c94164d, 9d47725c-5433-48ef-a8a4-272159d55874, 1e663047-bfa2-4a7e-a22b-16a77fd7c23f, a48b1424-193c-45ce-a15d-21f81ed8f083, d3daf141-0b72-4e0f-9012-2f968547056e, 8139be69-bdac-4500-965c-4711b191af5c, ae081824-df5d-4fd4-aef7-7539e7aae08e, 895c3057-7701-4e87-8d77-40a6ed3c88f6, e7e1f6b6-89dd-439b-a935-2d64889040fb, db8a2acc-3f28-4b27-b78d-9f31021d5128, c043b3d9-64be-4a1f-acdf-189fe0b26ab4","Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska, Alternative Rock,Ska Punk,Reggae,Third Wave Ska,Punk,Ska,Rock,Hardcore & Punk,Jamaican Ska"
843,1123,B000000FGI,"d0a3fb30-1011-49b4-86d0-6b2a8cf8ee9c, a306018a-31a3-4229-9b35-53548fd86b18","Alternative Rock,Hardcore & Punk,Punk,Punk Revival,Pop, Alternative Rock,Hardcore & Punk,Punk,Punk Revival,Pop"
844,1124,B000000FII,"7cf6ad09-8bb1-44e0-858d-d8724322fd87, 4ffdaeee-7626-4600-9177-0764a755d3c9, 3d343e8f-6296-4678-9c0d-811bdf0aef97","Alternative Rock,Punk Revival,Punk,Pop,Hardcore,Hardcore & Punk, Alternative Rock,Punk Revival,Punk,Pop,Hardcore,Hardcore & Punk, Alternative Rock,Punk Revival,Punk,Pop,Hardcore,Hardcore & Punk"
845,1125,B000000FJS,"c5630370-bc08-48de-919d-f6f900ad80bf, bd5444ff-88cf-4b60-9373-811103cd0157, f957219e-86f1-4fcc-8b36-147190d1ccbd, 54f1f8ca-c967-4e98-a99d-c99b37c0bef3, 37ef02c8-b20d-4ef1-b58a-84e5a411fd04, cb1ccdd6-5071-4ce2-b59a-59ce68157804, bd5444ff-88cf-4b60-9373-811103cd0157","Alternative Rock, Alternative Rock, Alternative Rock, Alternative Rock, Alternative Rock, Alternative Rock, Alternative Rock,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Hardcore & Punk,Punk-Pop"
846,1126,B000000FJW,2acab95f-0b4d-49a2-9141-98a804a2b2b2,"Alternative Rock,Punk Revival,Punk,Pop,Hardcore & Punk,Punk-Pop"
847,1127,B000000FKL,"7c9ddf39-a8df-4efa-bbd7-db5e3235637f, 7c9ddf39-a8df-4efa-bbd7-db5e3235637f","Alternative Rock, Alternative Rock,Punk Revival,Indie Rock,Indie & Lo-Fi,Punk,Hardcore & Punk"
848,1128,B000000FNA,04d84c18-679f-4a5a-aa8a-cd37ef3db461,"Swing Jazz,Jazz,Classic Big Band,Classical,Contemporary Big Band"
849,1129,B000000FO8,"bf99e5de-8f43-4321-b8fd-a39817a7803b, e4c64550-30cb-4f59-b32f-2f4481901aa1, 844cca41-32e9-45af-8054-90f279ab7292, 45fbdfff-eb6c-4bd7-9206-754336c1601b, bc76cfcd-a746-4981-ac51-381a1da67e65","Noels,Special Interest,Swing Jazz,Jazz,Traditional Vocal Pop,Dixieland,Pop,Holiday & Wedding,Modern Postbebop,Broadway & Vocalists,Opera & Classical Vocal,Vocal Non-Opera,Cool Jazz,Christmas,Bebop, Noels,Special Interest,Swing Jazz,Jazz,Traditional Vocal Pop,Dixieland,Pop,Holiday & Wedding,Modern Postbebop,Broadway & Vocalists,Opera & Classical Vocal,Vocal Non-Opera,Cool Jazz,Christmas,Bebop, Noels,Special Interest,Swing Jazz,Jazz,Traditional Vocal Pop,Dixieland,Pop,Holiday & Wedding,Modern Postbebop,Broadway & Vocalists,Opera & Classical Vocal,Vocal Non-Opera,Cool Jazz,Christmas,Bebop, Noels,Special Interest,Swing Jazz,Jazz,Traditional Vocal Pop,Dixieland,Pop,Holiday & Wedding,Modern Postbebop,Broadway & Vocalists,Opera & Classical Vocal,Vocal Non-Opera,Cool Jazz,Christmas,Bebop, Noels,Special Interest,Swing Jazz,Jazz,Traditional Vocal Pop,Dixieland,Pop,Holiday & Wedding,Modern Postbebop,Broadway & Vocalists,Opera & Classical Vocal,Vocal Non-Opera,Cool Jazz,Christmas,Bebop"
850,1130,B000000FPR,"730830c4-8b0e-4887-99cb-b671b76c9bee, 67c6f34b-6a00-4f3b-9443-817bf14635a4, ce5ec197-9400-4cca-b9fc-59f00ca75144","Adult Contemporary,Singer-Songwriters,Pop,Rock, Adult Contemporary,Singer-Songwriters,Pop,Rock, Adult Contemporary,Singer-Songwriters,Pop,Rock"
851,1132,B000000FQA,9e059445-6cfc-4c8e-9e5f-2ba83795130e,"Swing Jazz,Pop,Jazz,Contemporary Big Band,Classic Big Band"
852,1133,B000000FTM,"3fce6146-88c2-4976-9d71-3b9b025aae06, aabe1519-8cef-4a8a-a783-1bb1343c9547, e52b741b-f856-4f14-882b-b9d8ac221061, 350d7d23-da70-40c4-8eeb-acf84632c63c, 62827b33-c0b3-4b93-8a51-aad2cf9e04a2, dd6b1192-aea3-4438-ab48-c5d5a7923a72, 172b02e8-117a-4b7c-9993-0864b01ba0a2, c9b3ed4a-96c5-47ab-bfce-2c5c31ec29c7, bab50bea-6412-4a7a-915d-fbef35d1def8, fcbb9914-fe83-4dae-9294-65171f960295, 5365e20a-ef96-426b-8e79-d5887f02848a","Alternative Rock,Reggae,Punk Revival,Third Wave Ska,Punk,Pop,Ska,Hardcore & Punk, Alternative Rock,Reggae,Punk Revival,Third Wave Ska,Punk,Pop,Ska,Hardcore & Punk, Alternative Rock,Reggae,Punk Revival,Third Wave Ska,Punk,Pop,Ska,Hardcore & Punk, Alternative Rock,Reggae,Punk Revival,Third Wave Ska,Punk,Pop,Ska,Hardcore & Punk, Alternative Rock,Reggae,Punk Revival,Third Wave Ska,Punk,Pop,Ska,Hardcore & Punk, Alternative Rock,Reggae,Punk Revival,Third Wave Ska,Punk,Pop,Ska,Hardcore & Punk, Alternative Rock,Reggae,Punk Revival,Third Wave Ska,Punk,Pop,Ska,Hardcore & Punk, Alternative Rock,Reggae,Punk Revival,Third Wave Ska,Punk,Pop,Ska,Hardcore & Punk, Alternative Rock,Reggae,Punk Revival,Third Wave Ska,Punk,Pop,Ska,Hardcore & Punk, Alternative Rock,Reggae,Punk Revival,Third Wave Ska,Punk,Pop,Ska,Hardcore & Punk, Alternative Rock,Reggae,Punk Revival,Third Wave Ska,Punk,Pop,Ska,Hardcore & Punk"
853,1134,B000000FTO,"44f0886e-a6e5-40af-9b05-9b3cffb0d4e1, 1078b819-f43c-41c7-8097-f210e8b6be53","Alternative Rock,Third Wave Ska,Punk,Pop,Dance & Electronic,Ska,Rock,Dance Pop,Hardcore & Punk, Alternative Rock,Third Wave Ska,Punk,Pop,Dance & Electronic,Ska,Rock,Dance Pop,Hardcore & Punk"
